Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
51998,2016,Zundert,7900,3965,3935,,,,17.5,0.89,18.78,3595,,82.0,18.0,68.0,32.0,3140.0,1560.0,,,4220
52009,2016,Wormerland,12950,6420,6525,,,,18.43,0.72,16.91,5695,,72.0,28.0,59.0,40.0,2870.0,1330.0,,,5845
52023,2016,Onderbanken,7865,3955,3910,,,,16.64,0.88,15.65,3455,,90.0,10.0,72.0,27.0,3490.0,1830.0,,,4570
52028,2016,Landgraaf,15925,7810,8110,,,,17.27,1.0,18.78,7380,,75.0,25.0,61.0,38.0,3050.0,1490.0,,,8550
52055,2016,Beek,14255,6905,7350,,,,17.17,0.99,20.58,6600,,74.0,26.0,67.0,33.0,3160.0,1650.0,,,7975
52063,2016,Beesel,10955,5485,5470,,,,18.05,0.85,18.87,4740,,86.0,14.0,64.0,36.0,3320.0,1470.0,,,5235
52071,2016,Bergen (L.),255,135,120,,,,17.74,0.72,16.2,100,,96.0,4.0,94.0,6.0,4260.0,2100.0,,,195
52089,2016,Brunssum,7015,3450,3565,,,,17.1,1.0,19.18,3090,,77.0,23.0,61.0,36.0,3130.0,1410.0,,,3680
52128,2016,Gennep,2730,1360,1370,,,,17.69,0.72,16.37,1160,,98.0,2.0,78.0,21.0,3770.0,1880.0,,,1585
52144,2016,Heerlen,4175,2135,2035,,,,17.09,0.97,18.96,2110,,72.0,28.0,53.0,46.0,2980.0,1500.0,,,2060
52214,2016,Kerkrade,14505,7320,7185,,,,18.33,1.13,21.37,6905,,75.0,25.0,54.0,44.0,2930.0,1440.0,,,7615
52232,2016,Maastricht,18275,8635,9640,,,,18.23,1.21,24.37,12875,,20.0,80.0,21.0,71.0,2380.0,920.0,,,4895
52278,2016,Meerssen,7555,3680,3870,,,,16.64,0.99,19.02,3535,,74.0,26.0,57.0,40.0,3110.0,1610.0,,,3700
52292,2016,Mook en Middelaar,6580,3240,3335,,,,17.79,0.75,17.28,2930,,86.0,14.0,72.0,27.0,3410.0,1770.0,,,3730
52297,2016,Nederweert,8370,4175,4195,,,,20.46,0.89,20.97,3590,,83.0,17.0,62.0,36.0,3600.0,1570.0,,,4435
52314,2016,Nuth,6485,3170,3315,,,,17.05,0.99,19.02,3035,,72.0,28.0,59.0,40.0,3180.0,1570.0,,,3560
52327,2016,Roermond,9725,4735,4990,,,,17.64,0.91,20.0,5750,,35.0,65.0,42.0,57.0,2660.0,1270.0,,,4820
52362,2016,Schinnen,6385,3190,3195,,,,16.81,0.92,17.57,2785,,86.0,14.0,71.0,29.0,3500.0,1810.0,,,3760
52373,2016,Simpelveld,5495,2695,2795,,,,16.92,0.87,15.51,2595,,75.0,25.0,58.0,42.0,3020.0,1690.0,,,3165
52382,2016,Stein,10845,5365,5475,,,,17.25,1.01,22.07,5050,,80.0,20.0,66.0,33.0,3140.0,1560.0,,,5985
52395,2016,Vaals,2660,1335,1325,,,,16.08,0.82,12.86,1210,,87.0,13.0,63.0,36.0,3250.0,1870.0,,,1575
52405,2016,Venlo,4730,2390,2340,,,,19.0,0.99,22.35,2895,,25.0,75.0,37.0,62.0,2450.0,1270.0,,,1845
52533,2016,Venray,28365,14115,14250,,,,19.86,0.77,18.43,12560,,75.0,25.0,55.0,45.0,3150.0,1430.0,,,13385
52537,2016,Voerendaal,3075,1475,1595,,,,16.32,0.83,13.63,1345,,81.0,19.0,52.0,41.0,3100.0,1550.0,,,1505
52557,2016,Weert,6790,3445,3340,,,,17.3,0.81,15.43,2780,,91.0,9.0,77.0,23.0,3380.0,1540.0,,,3280
52602,2016,Valkenburg aan de Geul,7670,3700,3970,,,,16.35,0.89,15.88,3840,,51.0,49.0,46.0,50.0,2790.0,1540.0,,,3780
52637,2016,Lelystad,4570,2300,2265,,,,15.64,0.57,14.88,1975,,79.0,21.0,47.0,52.0,2930.0,1430.0,,,1540
52833,2016,Horst aan de Maas,540,270,265,,,,18.08,0.71,15.91,215,,100.0,0.0,83.0,17.0,3660.0,1720.0,,,310
52885,2016,Oude IJsselstreek,13380,6660,6715,,,,18.02,0.76,16.66,5630,,86.0,14.0,66.0,32.0,3070.0,1450.0,,,6590
52917,2016,Teylingen,15715,7745,7965,,,,18.92,0.84,20.5,6900,,69.0,31.0,60.0,39.0,2960.0,1310.0,,,8195
52928,2016,Utrechtse Heuvelrug,9880,4740,5140,,,,18.0,0.73,16.58,4315,,70.0,30.0,57.0,42.0,3240.0,1830.0,,,4935
52962,2016,Oost Gelre,12970,6490,6480,,,,17.73,0.72,16.22,5395,,83.0,17.0,69.0,30.0,3090.0,1510.0,,,6515
53002,2016,Koggenland,5715,2870,2845,,,,16.64,0.57,14.13,2305,,83.0,17.0,76.0,23.0,3260.0,1530.0,,,2870
53023,2016,Lansingerland,3355,1615,1735,,,,18.89,0.93,25.33,1385,,81.0,19.0,67.0,31.0,3090.0,1420.0,,,1615
53088,2016,Leudal,6510,3200,3310,,,,18.54,0.85,17.64,2895,,75.0,25.0,68.0,26.0,3310.0,1550.0,,,3555
53125,2016,Maasgouw,6995,3470,3520,,,,17.67,1.0,22.1,3180,,81.0,19.0,67.0,32.0,3250.0,1630.0,,,3865
53143,2016,Eemsmond,5495,2725,2765,,,,13.42,0.35,8.84,2615,,76.0,24.0,49.0,51.0,2510.0,1620.0,,,2450
53177,2016,Gemert-Bakel,16175,8070,8105,,,,18.88,0.75,18.4,6830,,84.0,16.0,61.0,38.0,3320.0,1460.0,,,8050
53201,2016,Halderberge,6315,3130,3185,,,,16.69,0.72,17.66,2640,,88.0,12.0,73.0,27.0,3370.0,1610.0,,,3570
53223,2016,Heeze-Leende,9770,4910,4860,,,,17.74,0.76,16.82,4130,,91.0,9.0,73.0,26.0,3560.0,1710.0,,,5310
53235,2016,Laarbeek,10180,5120,5055,,,,18.5,0.86,21.16,4285,,83.0,17.0,61.0,38.0,3370.0,1480.0,,,5190
53250,2016,De Marne,3230,1645,1585,,,,13.47,0.35,9.36,1515,,94.0,6.0,67.0,33.0,2700.0,1790.0,,,1740
53286,2016,Reusel-De Mierden,8460,4320,4135,,,,18.59,0.81,17.35,3485,,88.0,12.0,78.0,21.0,3700.0,1630.0,,,4540
53297,2016,Roerdalen,3070,1520,1550,,,,17.57,0.87,17.72,1330,,93.0,7.0,82.0,17.0,3720.0,1860.0,,,1820
53326,2016,Roosendaal,6025,3000,3020,,,,17.58,0.94,23.53,3525,,41.0,59.0,52.0,46.0,2450.0,1300.0,,,2910
53384,2016,Schouwen-Duiveland,11120,5385,5730,,,,16.41,0.6,16.86,5135,,80.0,20.0,55.0,44.0,2730.0,1320.0,,,5320
53445,2016,Aa en Hunze,3555,1710,1840,,,,13.53,0.4,10.04,1520,,91.0,9.0,71.0,25.0,3340.0,1870.0,,,1925
53517,2016,Borger-Odoorn,4840,2330,2510,,,,14.12,0.41,10.62,2225,,83.0,17.0,63.0,37.0,2960.0,1770.0,,,2625
53591,2016,Cuijk,17230,8500,8730,,,,18.67,0.83,21.6,7585,,74.0,26.0,55.0,44.0,2950.0,1360.0,,,8400
53614,2016,Landerd,7020,3580,3435,,,,18.78,0.8,19.98,2765,,89.0,11.0,74.0,26.0,3800.0,1760.0,,,3835
53630,2016,De Wolden,6260,3035,3220,,,,15.54,0.5,13.06,2595,,80.0,20.0,67.0,28.0,3150.0,1800.0,,,3480
53682,2016,Noord-Beveland,1840,910,925,,,,15.45,0.55,14.78,865,,97.0,3.0,70.0,30.0,2900.0,1520.0,,,1045
53698,2016,Wijdemeren,1230,610,620,,,,17.67,0.76,16.79,650,,78.0,22.0,63.0,36.0,3170.0,1840.0,,,800
53718,2016,Noordenveld,17440,8525,8915,,,,14.05,0.4,10.42,7780,,84.0,16.0,65.0,33.0,2910.0,1710.0,,,8980
53763,2016,Twenterand,12840,6400,6440,,,,16.59,0.58,14.24,4865,,83.0,17.0,64.0,33.0,3350.0,1570.0,,,6350
53800,2016,Westerveld,2705,1310,1395,,,,14.11,0.43,11.06,1220,,93.0,7.0,69.0,30.0,2970.0,1790.0,,,1470
53869,2016,Sint Anthonis,4775,2435,2340,,,,18.46,0.7,16.16,1980,,87.0,13.0,70.0,26.0,3480.0,1720.0,,,2580
53885,2016,Lingewaard,20140,10005,10135,,,,18.33,0.76,16.99,8130,,86.0,14.0,74.0,25.0,3370.0,1570.0,,,10170
53911,2016,Cranendonck,9235,4605,4630,,,,18.47,0.84,16.27,4090,,87.0,13.0,71.0,28.0,3460.0,1630.0,,,5135
53934,2016,Steenwijkerland,24640,12235,12405,,,,14.69,0.47,12.95,10875,,81.0,19.0,57.0,43.0,2780.0,1520.0,,,11685
54052,2016,Moerdijk,14125,6965,7160,,,,17.02,0.76,19.39,6150,,79.0,21.0,63.0,37.0,3100.0,1340.0,,,7040
54095,2016,Echt-Susteren,6055,2960,3090,,,,17.38,0.95,18.58,2710,,81.0,19.0,63.0,33.0,3250.0,1580.0,,,3250
54187,2016,Sluis,2390,1175,1215,,,,15.68,0.66,16.51,1165,,83.0,17.0,61.0,34.0,2910.0,1560.0,,,1235
54226,2016,Drimmelen,12120,6005,6110,,,,18.36,0.78,19.16,5190,,86.0,14.0,70.0,30.0,3320.0,1440.0,,,6365
54248,2016,Bernheze,1630,865,765,,,,18.83,0.8,19.23,615,,96.0,4.0,81.0,19.0,3880.0,1760.0,,,825
54323,2016,Ferwerderadiel,4160,2090,2070,,,,13.9,0.34,9.51,1755,,93.0,7.0,65.0,30.0,2540.0,1550.0,,,1965
54349,2016,Alphen-Chaam,4125,2130,1995,,,,17.47,0.76,17.23,1660,,91.0,9.0,76.0,23.0,3610.0,1730.0,,,2395
54362,2016,Bergeijk,10135,5100,5035,,,,17.44,0.81,16.36,4225,,86.0,14.0,75.0,24.0,3580.0,1710.0,,,5480
54380,2016,Bladel,10470,5300,5170,,,,18.5,0.83,18.99,4435,,79.0,21.0,72.0,27.0,3300.0,1450.0,,,5460
54395,2016,Gulpen-Wittem,4790,2415,2375,,,,16.75,0.84,13.86,2160,,66.0,34.0,53.0,40.0,2990.0,1530.0,,,2425
54428,2016,Tynaarlo,7435,3570,3865,,,,13.72,0.41,10.62,3220,,86.0,14.0,72.0,27.0,2950.0,1780.0,,,3870
54480,2016,Midden-Drenthe,11075,5505,5570,,,,14.45,0.44,11.91,4710,,85.0,15.0,63.0,36.0,3060.0,1640.0,,,5380
54556,2016,Overbetuwe,21700,10670,11025,,,,18.4,0.83,19.29,8815,,84.0,16.0,64.0,36.0,3120.0,1440.0,,,10240
54590,2016,Hof van Twente,8440,4175,4260,,,,17.5,0.68,16.32,3795,,79.0,21.0,55.0,44.0,2930.0,1420.0,,,4160
54647,2016,Neder-Betuwe,11650,5815,5835,,,,19.43,0.78,18.71,4035,,90.0,10.0,59.0,41.0,3360.0,1680.0,,,5490
54665,2016,Rijssen-Holten,7470,3610,3860,,,,18.45,0.71,17.59,3165,,55.0,45.0,58.0,39.0,2800.0,1520.0,,,3275
54708,2016,Geldrop-Mierlo,28750,14225,14525,,,,18.26,0.87,22.03,12840,,76.0,24.0,63.0,37.0,3090.0,1440.0,,,14600
54719,2016,Olst-Wijhe,5450,2675,2775,,,,16.59,0.59,14.15,2295,,83.0,17.0,61.0,37.0,2950.0,1500.0,,,2630
54752,2016,Dinkelland,8975,4520,4455,,,,16.82,0.63,14.22,3625,,86.0,14.0,67.0,32.0,3430.0,1670.0,,,4620
54807,2016,Westland,18695,9245,9450,,,,19.47,0.86,25.83,7965,,65.0,35.0,66.0,32.0,3190.0,1220.0,,,9490
54891,2016,Midden-Delfland,12405,6295,6115,,,,19.44,1.03,29.43,4905,,73.0,27.0,74.0,26.0,3190.0,1120.0,,,5385
54906,2016,Berkelland,10660,5345,5315,,,,17.24,0.6,14.24,4520,,80.0,20.0,64.0,35.0,3080.0,1630.0,,,5555
54950,2016,Bronckhorst,8135,4110,4025,,,,17.26,0.64,14.74,3405,,82.0,18.0,68.0,30.0,3370.0,1760.0,,,4445
55003,2016,Sittard-Geleen,6035,2950,3090,,,,17.39,1.03,23.32,2680,,58.0,42.0,48.0,48.0,3040.0,590.0,,,3205
55040,2016,Kaag en Braassem,11715,5850,5865,,,,18.6,0.77,19.73,4915,,77.0,23.0,61.0,38.0,3210.0,1320.0,,,5600
55067,2016,Dantumadiel,7115,3565,3550,,,,13.9,0.36,9.75,2860,,93.0,7.0,66.0,33.0,2660.0,1760.0,,,3525
55086,2016,Zuidplas,4090,2015,2075,,,,17.91,0.81,21.93,1460,,85.0,15.0,67.0,30.0,3310.0,1480.0,,,2000
55145,2016,Peel en Maas,2970,1570,1400,,,,18.86,0.78,18.7,1075,,95.0,5.0,75.0,24.0,4050.0,1870.0,,,1575
55179,2016,Oldambt,18125,8770,9355,,,,13.79,0.42,10.45,8755,,70.0,30.0,58.0,42.0,2700.0,1660.0,,,8385
55235,2016,Zwartewaterland,9630,4905,4725,,,,15.66,0.52,14.09,3275,,87.0,13.0,74.0,24.0,3290.0,1620.0,,,3960
55274,2016,Súdwest-Fryslân,10165,5015,5155,,,,14.45,0.4,11.91,4500,,78.0,22.0,57.0,41.0,2450.0,1410.0,,,4280
55535,2016,Bodegraven-Reeuwijk,5405,2615,2795,,,,17.86,0.72,16.78,2370,,69.0,31.0,57.0,42.0,2860.0,1360.0,,,2375
55579,2016,Eijsden-Margraten,8925,4420,4510,,,,17.04,1.03,19.79,3725,,86.0,14.0,71.0,27.0,3450.0,1710.0,,,4455
55621,2016,Stichtse Vecht,15615,7510,8110,,,,19.27,1.03,25.03,6755,,69.0,31.0,67.0,32.0,3150.0,1430.0,,,7435
55767,2016,Menameradiel,6125,3100,3025,,,,14.11,0.37,10.78,2545,,89.0,11.0,70.0,30.0,2840.0,1640.0,,,3185
55790,2016,Hollands Kroon,4400,2235,2165,,,,15.93,0.47,11.63,1815,,91.0,9.0,73.0,26.0,3150.0,1530.0,,,2495
55846,2016,Leidschendam-Voorburg,5120,2440,2685,,,,19.43,0.95,25.14,2470,,55.0,45.0,61.0,39.0,2900.0,1320.0,,,2340
55881,2016,Goeree-Overflakkee,2145,1060,1090,,,,17.0,0.55,13.5,890,,94.0,6.0,74.0,26.0,3330.0,1600.0,,,1160
55950,2016,Pijnacker-Nootdorp,24160,11970,12195,,,,19.13,0.99,26.67,9815,,75.0,25.0,68.0,32.0,3100.0,1230.0,,,10850
55980,2016,Molenwaard,9270,4745,4525,,,,18.28,0.82,20.84,3380,,89.0,11.0,58.0,41.0,2990.0,1290.0,,,3940
56011,2016,Nissewaard,5615,2650,2970,,,,18.41,0.88,23.7,3085,,35.0,65.0,36.0,64.0,2510.0,950.0,,,2385
56142,2016,Krimpenerwaard,7720,3835,3890,,,,18.15,0.81,20.38,3275,,78.0,22.0,63.0,37.0,2950.0,1390.0,,,3675
56238,2016,De Fryske Marren,115,65,55,,,,14.09,0.4,11.05,50,,100.0,0.0,89.0,11.0,3040.0,2140.0,,,55
56379,2016,Gooise Meren,10380,5060,5320,,,,18.7,0.89,20.36,5355,,54.0,46.0,53.0,46.0,2650.0,1420.0,,,4565
56440,2016,Berg en Dal,3620,1795,1830,,,,17.89,0.8,18.23,1685,,81.0,19.0,60.0,37.0,3060.0,1690.0,,,1715
56493,2016,Montferland,14240,7160,7080,,,,17.74,0.77,17.7,6335,,80.0,20.0,62.0,38.0,3040.0,1530.0,,,7420
56520,2016,Menterwolde,3720,1910,1815,,,,13.74,0.41,10.7,1590,,95.0,5.0,67.0,32.0,3140.0,1810.0,,,2085
