Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
32367,2013,IJsselstein,34255,16680,17570,48.0,41.0,7.0,,0.96,22.18,14055,28.0,71.0,29.0,62.0,37.0,3500.0,1400.0,24.5,6.0,14405
32399,2013,Zeist,15225,7255,7970,46.0,40.0,7.0,,0.89,20.67,7060,28.0,55.0,45.0,58.0,41.0,3350.0,2050.0,30.5,7.0,6880
32436,2013,Nieuwegein,5955,2900,3055,49.0,35.0,10.0,,1.13,26.29,3030,27.0,49.0,51.0,49.0,51.0,3100.0,1200.0,21.8,12.0,2515
32482,2013,Aalsmeer,11780,5725,6050,42.0,43.0,7.0,,0.88,21.37,5200,33.0,77.0,23.0,56.0,42.0,3400.0,1800.0,25.1,5.0,5855
32492,2013,Alkmaar,14270,6675,7590,47.0,37.0,9.0,,0.75,17.74,6720,29.0,61.0,39.0,56.0,43.0,2700.0,1750.0,24.1,8.0,5325
32544,2013,Amsterdam,85805,44280,41525,68.0,21.0,9.0,,1.38,30.83,55725,20.0,5.0,95.0,26.0,71.0,2250.0,1250.0,30.1,16.0,19780
32638,2013,Beemster,6325,3210,3115,46.0,44.0,6.0,,0.61,14.53,2550,33.0,89.0,11.0,70.0,30.0,3600.0,2000.0,24.4,6.0,3225
32648,2013,Bergen (NH.),11805,5465,6335,39.0,44.0,10.0,,0.49,12.22,5460,34.0,74.0,26.0,61.0,37.0,3350.0,2350.0,28.4,9.0,5995
32700,2013,Beverwijk,6275,3165,3105,47.0,35.0,10.0,,0.75,19.5,3285,27.0,43.0,57.0,55.0,44.0,2550.0,1800.0,22.1,8.0,2660
32734,2013,Bloemendaal,6340,2910,3430,41.0,42.0,8.0,,0.71,17.3,2815,31.0,63.0,37.0,56.0,43.0,3550.0,2500.0,37.6,8.0,3195
32756,2013,Castricum,4885,2385,2500,46.0,42.0,6.0,,0.63,15.36,2270,31.0,66.0,34.0,74.0,23.0,3050.0,1800.0,26.7,6.0,1955
32776,2013,Diemen,8380,4025,4355,54.0,33.0,8.0,,0.92,23.78,3980,22.0,54.0,46.0,35.0,65.0,3050.0,1450.0,21.1,12.0,3295
32804,2013,Edam-Volendam,7350,3555,3800,43.0,43.0,7.0,,0.64,14.78,3145,32.0,85.0,15.0,63.0,36.0,3200.0,1950.0,23.9,7.0,3100
32826,2013,Enkhuizen,8425,4150,4275,43.0,40.0,10.0,,0.53,13.97,4245,32.0,67.0,33.0,51.0,47.0,2750.0,1600.0,22.3,9.0,3290
32834,2013,Haarlem,12870,6500,6370,63.0,23.0,11.0,,1.02,23.29,7785,25.0,31.0,69.0,46.0,52.0,2500.0,1500.0,30.7,10.0,4605
32893,2013,Haarlemmerliede en Spaarnwoude,5525,2730,2795,46.0,44.0,6.0,,0.86,21.78,2330,31.0,79.0,21.0,66.0,33.0,3650.0,1800.0,25.7,6.0,2770
32901,2013,Haarlemmermeer,73450,36425,37025,48.0,42.0,7.0,,0.84,20.16,30355,27.0,70.0,30.0,61.0,39.0,3400.0,1400.0,24.8,6.0,40090
33006,2013,Heemskerk,1615,710,900,32.0,42.0,9.0,,0.76,18.85,905,30.0,27.0,73.0,38.0,61.0,2450.0,1400.0,23.5,,735
33043,2013,Heemstede,22340,10405,11940,42.0,43.0,8.0,,0.85,20.77,9965,31.0,67.0,33.0,62.0,37.0,3300.0,2100.0,33.4,5.0,10970
33058,2013,Heerhugowaard,2885,1435,1445,41.0,46.0,8.0,,0.64,15.48,1275,37.0,82.0,18.0,57.0,43.0,3100.0,1800.0,21.3,8.0,1225
33114,2013,Heiloo,770,380,385,38.0,52.0,5.0,,0.64,15.38,300,40.0,98.0,2.0,82.0,17.0,4850.0,3500.0,33.2,,425
33137,2013,Den Helder,9145,4670,4475,48.0,35.0,12.0,,0.47,12.62,4740,25.0,71.0,29.0,55.0,44.0,2550.0,1600.0,20.2,13.0,3495
33214,2013,Hilversum,8820,4475,4345,62.0,26.0,9.0,,0.99,21.12,5195,23.0,41.0,59.0,46.0,49.0,2650.0,1500.0,24.2,12.0,3290
33263,2013,Hoorn,5415,2585,2830,48.0,33.0,11.0,,0.68,16.13,2980,29.0,48.0,52.0,50.0,49.0,2700.0,1450.0,27.4,9.0,2305
33344,2013,Huizen,6270,2960,3310,45.0,41.0,9.0,,0.89,18.66,2775,28.0,87.0,13.0,55.0,44.0,3100.0,1950.0,24.8,8.0,2890
33377,2013,Landsmeer,9105,4355,4750,43.0,44.0,7.0,,0.78,18.22,3905,31.0,87.0,13.0,61.0,39.0,3500.0,1800.0,26.5,6.0,4255
33384,2013,Langedijk,26900,13430,13465,45.0,45.0,6.0,,0.55,12.98,10825,33.0,86.0,14.0,75.0,25.0,3450.0,1650.0,22.9,6.0,12815
33391,2013,Medemblik,8490,4245,4245,45.0,42.0,8.0,,0.45,12.42,3725,31.0,78.0,22.0,55.0,45.0,3150.0,1650.0,20.3,9.0,3845
33434,2013,Oostzaan,9140,4465,4675,43.0,45.0,6.0,,0.92,22.75,3855,32.0,82.0,18.0,62.0,35.0,3500.0,1750.0,24.8,6.0,4385
33438,2013,Opmeer,6020,3045,2980,46.0,43.0,5.0,,0.5,12.3,2425,32.0,85.0,15.0,72.0,27.0,3350.0,1750.0,20.9,5.0,3000
33450,2013,Ouder-Amstel,13250,6455,6795,47.0,40.0,7.0,,1.08,26.35,5815,28.0,64.0,36.0,53.0,47.0,3300.0,1650.0,29.0,6.0,6100
33457,2013,Purmerend,4180,1940,2240,42.0,36.0,10.0,,0.81,18.65,2325,28.0,45.0,55.0,46.0,49.0,2550.0,1100.0,24.4,9.0,1680
33484,2013,Schagen,18545,9050,9490,43.0,43.0,8.0,,0.52,13.21,8245,33.0,81.0,19.0,59.0,41.0,3050.0,1600.0,22.4,6.0,8530
33529,2013,Texel,12225,6025,6200,42.0,45.0,7.0,,0.31,9.14,5510,34.0,82.0,18.0,65.0,35.0,3050.0,1800.0,20.3,9.0,5735
33544,2013,Uitgeest,13060,6555,6500,47.0,43.0,6.0,,0.72,18.23,5330,32.0,82.0,18.0,67.0,32.0,3350.0,1650.0,24.5,5.0,5810
33550,2013,Uithoorn,935,480,450,56.0,30.0,10.0,,0.86,20.83,515,18.0,43.0,57.0,39.0,60.0,2700.0,1500.0,25.4,,500
33572,2013,Velsen,4835,2310,2530,35.0,50.0,5.0,,0.66,17.64,2015,38.0,83.0,17.0,78.0,22.0,3450.0,2250.0,30.9,,2480
33639,2013,Weesp,18150,8790,9360,47.0,39.0,8.0,,0.89,20.78,8530,29.0,50.0,50.0,53.0,47.0,2800.0,1400.0,25.0,8.0,7575
33641,2013,Zandvoort,1400,635,765,32.0,46.0,10.0,,0.59,14.41,575,38.0,61.0,39.0,67.0,32.0,4050.0,2750.0,35.6,,755
33648,2013,Zaanstad,12595,6235,6360,51.0,34.0,10.0,,0.9,24.01,6035,26.0,60.0,40.0,41.0,58.0,2600.0,1500.0,19.8,12.0,4805
33704,2013,Alblasserdam,4530,2190,2340,40.0,48.0,5.0,,1.04,27.76,1940,32.0,60.0,40.0,61.0,39.0,3000.0,1400.0,22.9,5.0,1925
33734,2013,Alphen aan den Rijn,9450,4715,4735,44.0,44.0,8.0,,0.8,20.22,4115,31.0,61.0,39.0,57.0,43.0,3300.0,1500.0,24.7,7.0,4370
33828,2013,Barendrecht,1510,700,805,43.0,42.0,7.0,,1.0,27.64,700,31.0,76.0,24.0,40.0,60.0,2900.0,1800.0,21.5,,705
33911,2013,Drechterland,7885,3940,3945,45.0,45.0,6.0,,0.56,14.64,3210,35.0,86.0,14.0,73.0,27.0,3250.0,1700.0,21.8,5.0,3270
33932,2013,Brielle,12730,6180,6550,40.0,46.0,8.0,,0.69,21.86,5770,33.0,76.0,24.0,56.0,43.0,3300.0,1550.0,26.5,6.0,6575
33948,2013,Capelle aan den IJssel,10150,5000,5150,44.0,46.0,6.0,,1.07,29.13,3775,29.0,77.0,23.0,77.0,23.0,3750.0,1450.0,26.3,4.0,4555
34029,2013,Delft,12320,6950,5370,67.0,24.0,6.0,,1.02,27.95,8130,19.0,32.0,68.0,43.0,56.0,2750.0,1450.0,24.1,10.0,3345
34153,2013,Dordrecht,8455,4335,4120,52.0,31.0,12.0,,1.03,27.59,4955,27.0,31.0,69.0,51.0,47.0,2650.0,1500.0,27.5,13.0,3410
34315,2013,Gorinchem,5430,2735,2695,51.0,32.0,12.0,,0.98,25.69,2995,27.0,29.0,71.0,42.0,54.0,2600.0,1400.0,26.4,11.0,2295
34371,2013,Gouda,7115,3505,3610,53.0,32.0,9.0,,0.96,25.18,3840,27.0,40.0,60.0,46.0,52.0,2550.0,1400.0,26.6,12.0,2540
34424,2013,'s-Gravenhage,7895,3910,3980,51.0,35.0,8.0,,0.78,22.05,4125,24.0,21.0,79.0,60.0,39.0,2900.0,1750.0,28.7,10.0,3065
34552,2013,Hardinxveld-Giessendam,17720,8825,8895,42.0,49.0,4.0,,0.99,26.59,6845,32.0,75.0,25.0,60.0,39.0,3300.0,1600.0,20.9,4.0,7905
34556,2013,Hellevoetsluis,4670,2270,2395,35.0,49.0,10.0,,0.67,20.0,2305,37.0,61.0,39.0,46.0,52.0,3150.0,1500.0,26.0,8.0,2370
34594,2013,Hendrik-Ido-Ambacht,11260,5355,5905,40.0,47.0,6.0,,1.03,27.32,4665,32.0,74.0,26.0,64.0,36.0,3100.0,1700.0,21.8,5.0,4840
34607,2013,Stede Broec,10525,5380,5145,43.0,46.0,6.0,,0.54,13.66,4430,33.0,89.0,11.0,70.0,30.0,3350.0,1750.0,21.2,6.0,4655
34614,2013,Katwijk,13490,6775,6715,45.0,46.0,5.0,,0.76,20.11,5555,28.0,48.0,52.0,58.0,42.0,2950.0,1350.0,20.4,7.0,4850
34647,2013,Krimpen aan den IJssel,28855,14040,14810,40.0,48.0,6.0,,0.91,24.45,11980,34.0,71.0,29.0,57.0,43.0,3200.0,1700.0,23.0,6.0,12735
34653,2013,Leerdam,20715,10170,10550,43.0,45.0,6.0,,0.86,21.34,8505,30.0,72.0,28.0,50.0,50.0,3100.0,1650.0,20.7,7.0,8725
34660,2013,Leiden,8175,3945,4230,77.0,16.0,5.0,,1.07,26.89,6050,16.0,32.0,68.0,31.0,68.0,2550.0,1600.0,23.1,12.0,1850
34719,2013,Leiderdorp,14745,7035,7710,43.0,43.0,9.0,,0.99,25.32,6895,32.0,51.0,49.0,54.0,46.0,3050.0,1500.0,25.7,6.0,7305
34735,2013,Lisse,22390,11045,11345,43.0,45.0,7.0,,0.68,17.17,9755,32.0,70.0,30.0,62.0,38.0,3250.0,1550.0,23.9,6.0,10700
34737,2013,Maassluis,2340,1165,1175,46.0,42.0,7.0,,0.8,24.89,1035,33.0,61.0,39.0,64.0,36.0,3000.0,1550.0,23.9,,1010
34758,2013,Nieuwkoop,11250,5635,5610,44.0,45.0,6.0,,0.74,17.59,4510,33.0,89.0,11.0,67.0,31.0,3550.0,1850.0,24.0,4.0,5645
34785,2013,Noordwijk,17305,8760,8545,48.0,40.0,7.0,,0.71,18.32,7310,29.0,67.0,33.0,61.0,38.0,3150.0,1550.0,24.3,7.0,7860
34795,2013,Noordwijkerhout,15740,7930,7810,45.0,43.0,7.0,,0.74,18.68,6625,31.0,76.0,24.0,60.0,40.0,3350.0,1600.0,22.8,7.0,7400
34800,2013,Oegstgeest,23150,11180,11975,46.0,42.0,7.0,,0.89,23.82,10260,28.0,66.0,34.0,69.0,29.0,3250.0,1600.0,30.3,6.0,9920
34812,2013,Oud-Beijerland,23440,11480,11960,42.0,47.0,7.0,,0.82,22.81,9450,32.0,82.0,18.0,64.0,36.0,3400.0,1600.0,24.3,5.0,11235
34825,2013,Binnenmaas,3540,1765,1775,41.0,48.0,7.0,,0.9,24.84,1500,37.0,92.0,8.0,67.0,33.0,3550.0,1850.0,25.2,,2120
34866,2013,Korendijk,3805,1905,1900,43.0,49.0,4.0,,0.74,21.28,1405,35.0,91.0,9.0,74.0,26.0,3600.0,1850.0,22.7,,1825
34885,2013,Oudewater,920,470,450,49.0,43.0,4.0,,0.8,19.36,345,27.0,91.0,9.0,70.0,29.0,3800.0,2150.0,20.8,,495
34900,2013,Papendrecht,32080,15750,16330,41.0,47.0,7.0,,0.96,26.22,13805,33.0,67.0,33.0,63.0,37.0,3200.0,1300.0,23.7,6.0,14930
34908,2013,Rotterdam,30510,15825,14685,65.0,22.0,10.0,,1.29,34.52,19370,23.0,1.0,99.0,28.0,69.0,2250.0,350.0,25.7,16.0,14345
35006,2013,Rijswijk,4520,2240,2280,51.0,40.0,6.0,,1.1,30.47,1980,30.0,42.0,58.0,81.0,17.0,3100.0,2050.0,30.6,,1945
35037,2013,Schiedam,1845,950,890,57.0,29.0,12.0,,1.05,32.45,1015,24.0,23.0,77.0,36.0,63.0,2300.0,1300.0,22.9,17.0,660
35093,2013,Sliedrecht,5475,2840,2635,49.0,44.0,4.0,,0.9,25.79,1905,36.0,84.0,16.0,69.0,28.0,3500.0,1500.0,21.6,,2225
35124,2013,Cromstrijen,8760,4320,4440,38.0,49.0,6.0,,0.7,18.9,3745,37.0,85.0,15.0,64.0,35.0,3450.0,1750.0,25.5,5.0,4630
35133,2013,Albrandswaard,2720,1360,1355,45.0,47.0,6.0,,0.94,27.63,1035,29.0,84.0,16.0,81.0,19.0,3850.0,1500.0,29.6,,1315
35158,2013,Westvoorne,6135,3035,3095,36.0,49.0,8.0,,0.58,17.76,2775,36.0,84.0,16.0,66.0,34.0,3700.0,2050.0,27.7,6.0,3465
35176,2013,Strijen,8775,4395,4380,40.0,48.0,7.0,,0.73,19.83,3760,34.0,85.0,15.0,64.0,35.0,3450.0,1750.0,23.9,5.0,4525
35191,2013,Vianen,16185,7915,8265,44.0,44.0,7.0,,0.94,22.4,6855,31.0,80.0,20.0,58.0,42.0,3300.0,1650.0,22.8,7.0,7365
35210,2013,Vlaardingen,15390,7650,7740,48.0,37.0,9.0,,1.02,30.41,7545,27.0,33.0,67.0,52.0,48.0,2550.0,1400.0,21.1,11.0,5990
35251,2013,Voorschoten,24655,11910,12745,44.0,44.0,7.0,,0.87,23.44,10705,31.0,66.0,34.0,61.0,38.0,3200.0,1700.0,28.5,6.0,11595
35263,2013,Waddinxveen,5570,2690,2875,38.0,49.0,6.0,,0.81,21.33,2410,35.0,56.0,44.0,49.0,51.0,3200.0,1500.0,22.1,6.0,2355
35285,2013,Wassenaar,6675,3205,3470,38.0,49.0,5.0,,0.89,25.39,2870,33.0,77.0,23.0,60.0,40.0,4650.0,3600.0,54.4,8.0,4165
35306,2013,Woerden,17255,8405,8850,44.0,43.0,7.0,,0.92,21.95,7815,33.0,65.0,35.0,56.0,44.0,2900.0,1600.0,23.9,7.0,7180
35341,2013,Zoetermeer,20455,9700,10750,48.0,33.0,12.0,,0.99,27.56,10770,27.0,27.0,73.0,39.0,60.0,2600.0,1200.0,22.3,11.0,8975
35369,2013,Zoeterwoude,5600,2760,2840,45.0,44.0,5.0,,0.9,24.85,2145,34.0,77.0,23.0,70.0,27.0,3500.0,1700.0,24.1,5.0,2480
35383,2013,Zwijndrecht,9415,4285,5130,34.0,47.0,8.0,,1.03,27.62,4480,35.0,45.0,55.0,44.0,55.0,2950.0,1400.0,23.0,6.0,4040
35492,2013,Borsele,11255,5610,5645,42.0,48.0,6.0,,0.58,17.91,4500,34.0,90.0,10.0,68.0,32.0,3250.0,1700.0,21.6,6.0,5815
35498,2013,Goes,27120,13115,14005,43.0,41.0,9.0,,0.59,18.15,12930,30.0,71.0,29.0,51.0,48.0,2900.0,1450.0,22.2,9.0,12865
35533,2013,West Maas en Waal,1660,830,830,42.0,47.0,6.0,,0.75,17.91,665,37.0,94.0,6.0,71.0,27.0,4050.0,2400.0,21.5,,970
35549,2013,Hulst,10725,5170,5555,39.0,46.0,8.0,,0.69,19.37,5065,35.0,85.0,15.0,64.0,36.0,2950.0,1750.0,23.1,7.0,5700
35598,2013,Kapelle,8935,4395,4545,41.0,50.0,5.0,,0.62,19.33,3425,34.0,91.0,9.0,74.0,26.0,3250.0,1700.0,22.1,4.0,4395
35604,2013,Middelburg,6775,3255,3515,49.0,34.0,11.0,,0.67,19.69,3970,27.0,42.0,58.0,50.0,49.0,2450.0,1550.0,25.8,10.0,2990
35630,2013,Giessenlanden,3240,1640,1600,40.0,52.0,4.0,,0.81,20.3,1195,34.0,91.0,9.0,75.0,25.0,3600.0,1850.0,22.0,,1525
35661,2013,Reimerswaal,6700,3335,3365,44.0,46.0,5.0,,0.61,18.19,2630,31.0,88.0,12.0,65.0,35.0,3200.0,1700.0,20.2,6.0,3185
35689,2013,Zederik,2655,1335,1320,43.0,48.0,4.0,,0.97,23.52,1065,34.0,93.0,7.0,62.0,36.0,3650.0,2000.0,22.4,,1350
35714,2013,Terneuzen,2585,1280,1300,37.0,38.0,14.0,,0.77,23.6,1620,28.0,51.0,49.0,38.0,62.0,2400.0,1300.0,21.6,17.0,1165
35739,2013,Tholen,7545,3650,3895,41.0,48.0,6.0,,0.62,17.86,2970,33.0,84.0,16.0,66.0,34.0,3250.0,1600.0,20.8,6.0,3480
35756,2013,Veere,1615,805,810,34.0,52.0,6.0,,0.49,15.63,690,41.0,84.0,16.0,76.0,23.0,3250.0,2050.0,25.2,,850
35800,2013,Vlissingen,7835,4110,3725,51.0,30.0,11.0,,0.72,21.54,4875,24.0,34.0,66.0,45.0,51.0,2400.0,1400.0,21.0,15.0,3080
35848,2013,Lingewaal,3185,1565,1615,43.0,48.0,5.0,,0.81,19.65,1210,35.0,91.0,9.0,64.0,36.0,3550.0,1800.0,22.3,,1500
35860,2013,De Ronde Venen,970,480,490,44.0,44.0,7.0,,0.76,17.3,440,32.0,85.0,15.0,67.0,33.0,3700.0,2000.0,27.4,,485
35875,2013,Tytsjerksteradiel,9925,4865,5060,42.0,45.0,5.0,,0.42,12.55,4260,33.0,84.0,16.0,62.0,38.0,2900.0,1850.0,18.9,8.0,4520
35908,2013,Aalburg,6260,3135,3125,44.0,47.0,4.0,,0.8,19.65,2215,29.0,83.0,17.0,67.0,33.0,3900.0,2000.0,20.3,5.0,3125
35925,2013,Asten,12765,6505,6260,43.0,46.0,5.0,,0.9,23.53,5405,34.0,84.0,16.0,66.0,33.0,3800.0,1850.0,22.0,6.0,6635
35938,2013,Baarle-Nassau,5495,2795,2700,39.0,46.0,8.0,,0.73,17.77,2415,37.0,85.0,15.0,67.0,32.0,3750.0,2150.0,21.9,7.0,3140
35946,2013,Bergen op Zoom,13550,6675,6880,43.0,38.0,10.0,,0.84,22.55,6860,31.0,53.0,47.0,45.0,54.0,2850.0,1500.0,22.7,10.0,5930
35985,2013,Best,28635,14350,14285,43.0,47.0,6.0,,0.92,23.22,11680,33.0,81.0,19.0,73.0,27.0,3800.0,1800.0,24.3,6.0,14120
36001,2013,Boekel,8335,4240,4095,46.0,45.0,5.0,,0.76,18.02,3135,33.0,86.0,14.0,74.0,25.0,4000.0,2100.0,20.1,6.0,4140
36009,2013,Boxmeer,12180,5910,6270,43.0,43.0,8.0,,0.84,19.52,5340,34.0,79.0,21.0,55.0,44.0,3350.0,1650.0,22.3,8.0,5630
36041,2013,Boxtel,24390,12070,12325,44.0,43.0,7.0,,0.79,18.85,10650,32.0,68.0,32.0,55.0,43.0,3300.0,1700.0,22.1,7.0,10785
36058,2013,Breda,13955,6955,7000,69.0,19.0,8.0,,1.05,26.01,9565,23.0,15.0,85.0,32.0,67.0,2600.0,1200.0,24.8,15.0,5280
36116,2013,Deurne,24470,12225,12245,43.0,46.0,6.0,,0.8,19.39,10010,34.0,86.0,14.0,62.0,37.0,3700.0,1900.0,21.2,7.0,11895
36133,2013,Pekela,8140,4105,4030,41.0,43.0,8.0,,0.45,12.09,3660,32.0,89.0,11.0,60.0,40.0,3200.0,2150.0,16.6,12.0,3950
36138,2013,Dongen,23120,11440,11680,42.0,46.0,6.0,,0.81,20.74,9685,33.0,84.0,16.0,67.0,33.0,3550.0,1700.0,22.2,6.0,11460
36154,2013,Eersel,9660,4825,4835,41.0,47.0,6.0,,0.88,21.56,4020,35.0,81.0,19.0,66.0,32.0,3700.0,1950.0,23.8,6.0,5260
36177,2013,Eindhoven,6645,3790,2850,70.0,20.0,7.0,,1.3,28.88,4745,21.0,11.0,89.0,33.0,63.0,2400.0,950.0,29.4,12.0,3315
36305,2013,Etten-Leur,10465,5115,5355,42.0,43.0,9.0,,0.94,23.3,4735,31.0,78.0,22.0,53.0,47.0,3200.0,1600.0,21.8,8.0,4930
36356,2013,Geertruidenberg,12430,6100,6330,42.0,46.0,6.0,,0.88,23.71,5285,35.0,83.0,17.0,59.0,41.0,3400.0,1700.0,22.9,5.0,6250
36367,2013,Gilze en Rijen,16670,8340,8325,41.0,47.0,7.0,,0.85,21.81,6890,35.0,86.0,14.0,61.0,39.0,3500.0,1650.0,21.8,6.0,8045
36377,2013,Goirle,1230,580,650,37.0,49.0,6.0,,0.85,21.41,620,37.0,44.0,56.0,54.0,45.0,3500.0,1500.0,22.8,,585
36417,2013,Grave,8745,4390,4355,44.0,43.0,8.0,,0.81,19.1,3720,33.0,84.0,16.0,59.0,40.0,3300.0,1700.0,21.8,7.0,4515
36434,2013,Haaren,5440,2815,2625,43.0,47.0,5.0,,0.8,19.07,2255,33.0,90.0,10.0,74.0,24.0,4000.0,2150.0,23.6,7.0,2875
36451,2013,Helmond,13750,6865,6885,48.0,33.0,11.0,,1.11,25.39,7110,25.0,49.0,51.0,28.0,71.0,2750.0,1350.0,18.4,16.0,5445
36497,2013,'s-Hertogenbosch,12320,6125,6195,63.0,23.0,10.0,,1.15,26.64,8015,25.0,17.0,83.0,33.0,65.0,2650.0,1450.0,30.2,14.0,5100
36616,2013,Heusden,18310,9080,9230,42.0,47.0,6.0,,0.86,21.58,7530,34.0,84.0,16.0,63.0,37.0,3600.0,1750.0,22.6,6.0,9200
36642,2013,Hilvarenbeek,8505,4185,4320,41.0,47.0,5.0,,0.79,19.67,3445,36.0,88.0,12.0,70.0,30.0,3800.0,2150.0,23.4,5.0,4430
36653,2013,Loon op Zand,10185,5025,5160,42.0,46.0,6.0,,0.82,20.47,4140,33.0,83.0,17.0,57.0,41.0,3550.0,1750.0,20.8,6.0,5160
36689,2013,Mill en Sint Hubert,6070,3040,3030,40.0,47.0,5.0,,0.75,17.83,2505,36.0,88.0,12.0,68.0,32.0,3900.0,2050.0,20.5,6.0,3410
36704,2013,"Nuenen, Gerwen en Nederwetten",19725,9745,9980,39.0,49.0,7.0,,0.92,21.42,8570,37.0,85.0,15.0,68.0,31.0,3750.0,2000.0,26.9,6.0,10775
36714,2013,Oirschot,10480,5215,5265,43.0,46.0,6.0,,0.88,22.01,4235,34.0,83.0,17.0,72.0,28.0,3900.0,1900.0,23.5,5.0,5585
36729,2013,Oisterwijk,5895,2905,2990,42.0,47.0,5.0,,0.85,22.02,2405,34.0,90.0,10.0,72.0,27.0,4000.0,2100.0,23.6,5.0,3115
36731,2013,Oosterhout,5075,2350,2725,34.0,41.0,9.0,,0.94,23.52,2820,31.0,44.0,56.0,48.0,51.0,2600.0,1400.0,23.2,7.0,2425
36779,2013,Oss,5460,2525,2930,43.0,35.0,10.0,,0.95,21.88,3165,28.0,37.0,63.0,42.0,58.0,2600.0,1400.0,21.5,10.0,2400
36902,2013,Rucphen,4635,2295,2340,38.0,50.0,5.0,,0.76,19.88,1945,36.0,92.0,8.0,72.0,27.0,4050.0,2100.0,22.3,5.0,2510
36913,2013,Sint-Michielsgestel,10435,5220,5210,42.0,46.0,6.0,,0.89,21.67,4250,32.0,88.0,12.0,70.0,29.0,3800.0,2100.0,25.0,5.0,5355
36936,2013,Someren,11570,5765,5800,42.0,46.0,5.0,,0.81,19.43,4935,33.0,80.0,20.0,60.0,39.0,3800.0,1850.0,20.9,6.0,5815
36949,2013,Son en Breugel,11360,5585,5770,41.0,46.0,6.0,,0.98,24.51,4795,36.0,87.0,13.0,72.0,28.0,4000.0,2250.0,27.4,5.0,6200
36957,2013,Steenbergen,12520,6215,6305,40.0,46.0,7.0,,0.73,20.68,5430,36.0,83.0,17.0,63.0,37.0,3550.0,1850.0,22.7,6.0,6725
36975,2013,Waterland,9865,4865,5000,42.0,46.0,6.0,,0.72,16.91,4195,33.0,84.0,16.0,62.0,38.0,3300.0,1800.0,25.2,5.0,4295
36998,2013,Uden,35505,17520,17985,45.0,42.0,8.0,,0.85,20.52,15350,32.0,76.0,24.0,61.0,39.0,3600.0,1700.0,22.3,7.0,18830
37023,2013,Valkenswaard,20410,10040,10365,40.0,45.0,8.0,,0.87,20.41,9690,34.0,69.0,31.0,57.0,38.0,3400.0,1800.0,23.0,7.0,10590
37043,2013,Veldhoven,27715,13740,13970,40.0,46.0,7.0,,0.97,24.08,12595,35.0,75.0,25.0,62.0,38.0,3400.0,1750.0,23.5,6.0,13845
37060,2013,Vught,12325,6120,6200,46.0,40.0,7.0,,0.84,20.37,5170,30.0,75.0,25.0,63.0,37.0,3700.0,2200.0,29.8,6.0,5805
37077,2013,Waalre,16725,8265,8460,40.0,47.0,6.0,,0.89,21.23,7115,35.0,87.0,13.0,76.0,24.0,3700.0,2200.0,28.0,5.0,8910
37082,2013,Waalwijk,28920,14330,14590,42.0,44.0,8.0,,0.89,22.51,13020,32.0,73.0,27.0,54.0,45.0,3250.0,1700.0,21.7,8.0,14020
37105,2013,Werkendam,11305,5605,5700,43.0,48.0,4.0,,0.83,21.82,4160,30.0,87.0,13.0,59.0,40.0,3450.0,1800.0,19.9,6.0,4990
37137,2013,Woensdrecht,10555,5270,5285,38.0,50.0,6.0,,0.75,20.48,4435,37.0,91.0,9.0,62.0,36.0,3650.0,1850.0,22.4,6.0,5455
37155,2013,Woudrichem,4585,2260,2320,42.0,47.0,6.0,,0.87,22.57,1895,32.0,85.0,15.0,60.0,38.0,3600.0,1850.0,23.7,5.0,2290
37172,2013,Zundert,7800,3905,3890,41.0,45.0,6.0,,0.87,22.05,3600,35.0,83.0,17.0,68.0,31.0,3500.0,1950.0,21.5,6.0,4080
37183,2013,Wormerland,13045,6490,6555,43.0,45.0,7.0,,0.7,16.13,5685,32.0,74.0,26.0,56.0,44.0,3100.0,1600.0,23.2,6.0,5745
37197,2013,Onderbanken,7905,3940,3960,38.0,48.0,7.0,,0.84,15.59,3445,34.0,91.0,9.0,67.0,31.0,3800.0,2200.0,20.9,9.0,4520
37202,2013,Landgraaf,15935,7835,8100,38.0,46.0,9.0,,1.02,19.84,7365,34.0,77.0,23.0,60.0,40.0,3300.0,1800.0,21.3,10.0,8385
37229,2013,Beek,14515,7005,7510,38.0,48.0,7.0,,0.98,22.1,6575,35.0,75.0,25.0,66.0,33.0,3450.0,1950.0,23.0,7.0,7820
37237,2013,Beesel,11190,5595,5590,40.0,47.0,6.0,,0.87,19.45,4785,34.0,85.0,15.0,64.0,36.0,3500.0,1750.0,19.7,7.0,5215
37245,2013,Bergen (L.),2130,1045,1085,41.0,48.0,5.0,,0.73,16.64,885,35.0,97.0,3.0,71.0,29.0,3950.0,2000.0,20.5,,1140
37254,2013,Brunssum,7030,3455,3575,40.0,44.0,9.0,,0.98,18.52,3055,32.0,80.0,20.0,61.0,39.0,3450.0,1750.0,20.9,10.0,3605
37293,2013,Gennep,2780,1385,1395,40.0,49.0,6.0,,0.75,16.99,1155,41.0,99.0,1.0,78.0,22.0,4150.0,2250.0,24.0,,1580
37309,2013,Heerlen,4355,2190,2165,42.0,41.0,10.0,,0.99,19.41,2110,32.0,72.0,28.0,51.0,49.0,3300.0,1800.0,20.1,20.0,2125
